ID,GENDER,AGE,MARITAL_STATUS,PROFESSION
10297,F,28,Single,Student
10298,M,33,Unspecified,Professional
10299,M,44,Married,Retired
10300,M,44,Married,Retired
10301,F,27,Single,Other
10302,F,37,Married,Other
10303,F,26,Married,Other
10304,M,24,Single,Professional
10305,F,31,Married,Other
10306,F,31,Married,Other
10307,F,31,Married,Other
10308,F,31,Married,Other
10309,F,31,Married,Other
10310,M,44,Single,Professional
10311,F,50,Married,Hospitality
10312,M,21,Single,Other
10313,F,20,Single,Other
10314,M,40,Unspecified,Trades
10315,F,37,Married,Professional
10316,F,37,Married,Professional
10317,F,37,Married,Professional
10318,M,27,Married,Sales
10319,M,27,Married,Sales
10320,M,28,Single,Trades
10321,M,28,Single,Trades
10322,M,39,Married,Trades
10323,M,39,Married,Trades
10324,M,39,Married,Trades
10325,M,41,Married,Other
10326,M,41,Married,Other
10327,F,41,Unspecified,Hospitality
10328,M,33,Married,Other
10329,M,36,Single,Other
10330,M,36,Married,Sales
10331,F,32,Single,Other
10332,M,22,Single,Trades
10333,M,19,Single,Student
10334,M,30,Married,Other
10335,F,30,Single,Other
10336,M,43,Married,Other
10337,M,43,Married,Other
10338,M,43,Married,Other
10339,F,39,Married,Executive
10340,M,27,Single,Trades
10341,F,33,Married,Other
10342,F,20,Single,Other
10343,F,20,Single,Other
10344,F,39,Married,Other
10345,F,39,Married,Other
10346,F,39,Married,Other
10347,F,31,Single,Other
10348,F,66,Married,Other
10349,M,19,Single,Sales
10350,F,33,Single,Other
10351,F,63,Married,Other
10352,M,36,Married,Other
10353,F,29,Single,Professional
10354,F,29,Single,Professional
10355,F,24,Single,Other
10356,M,21,Single,Student
10357,M,42,Single,Professional
10358,M,42,Single,Professional
10359,F,20,Married,Retail
10360,F,40,Married,Other
10361,F,40,Married,Other
10362,F,40,Married,Other
10363,F,47,Unspecified,Hospitality
10364,F,47,Unspecified,Hospitality
10365,F,47,Unspecified,Hospitality
10366,F,47,Unspecified,Hospitality
10367,M,44,Married,Other
10368,M,35,Married,Executive
10369,M,35,Married,Executive
10370,F,25,Married,Other
10371,F,25,Married,Other
10372,M,41,Married,Executive
10373,F,22,Single,Other
10374,F,22,Single,Retail
10375,M,25,Single,Other
10376,M,34,Unspecified,Professional
10377,M,36,Married,Other
10378,M,28,Single,Executive
10379,F,26,Single,Other
10380,F,68,Married,Other
10381,F,21,Single,Professional
10382,M,32,Single,Trades
10383,M,36,Married,Other
10384,M,36,Married,Other
10385,M,36,Married,Other
10386,F,58,Married,Other
10387,F,58,Married,Other
10388,F,58,Married,Other
10389,F,58,Married,Other
10390,F,36,Single,Other
10391,F,28,Single,Retail
10392,F,28,Single,Professional
10393,F,28,Single,Professional
10394,F,33,Single,Professional
10395,M,39,Unspecified,Sales
10396,M,39,Unspecified,Sales
10397,M,39,Unspecified,Sales
10398,M,24,Single,Sales
10399,F,49,Married,Other
10400,F,29,Single,Student
10401,F,26,Married,Executive
10402,F,46,Married,Other
10403,F,27,Single,Sales
10404,F,28,Married,Executive
10405,F,31,Single,Other
10406,M,49,Married,Professional
10407,M,49,Married,Professional
10408,M,49,Married,Professional
10409,M,39,Married,Professional
10410,M,39,Married,Professional
10411,F,37,Married,Professional
10412,F,37,Married,Other
10413,F,37,Married,Other
10414,F,29,Single,Other
10415,F,29,Single,Other
10416,M,31,Single,Trades
10417,M,26,Single,Professional
10418,F,42,Married,Other
10419,M,25,Single,Other
10420,M,25,Single,Other
10421,F,38,Unspecified,Other
10422,F,27,Single,Student
10423,F,27,Single,Student
10424,M,41,Single,Executive
10425,M,41,Single,Executive
10426,F,26,Single,Sales
10427,M,50,Married,Other
10428,F,43,Married,Other
10429,F,43,Married,Other
10430,M,19,Single,Sales
10431,M,19,Single,Sales
10432,F,37,Married,Other
10433,F,37,Married,Other
10434,F,37,Married,Other
10435,F,37,Married,Other
10436,F,37,Married,Other
10437,F,28,Single,Professional
10438,M,39,Married,Other
10439,M,39,Married,Other
10440,F,33,Married,Executive
10441,F,25,Single,Retail
10442,M,25,Single,Professional
10443,F,39,Married,Executive
10444,M,38,Unspecified,Trades
10445,F,51,Married,Professional
10446,F,51,Married,Professional
10447,F,43,Married,Other
10448,M,44,Single,Other
10449,M,44,Single,Other
10450,F,47,Married,Professional
10451,M,34,Married,Trades
10452,F,32,Married,Other
10453,F,29,Single,Retail
10454,F,29,Single,Other
10455,M,40,Married,Other
10456,M,40,Married,Other
10457,F,68,Married,Retired
10458,M,20,Single,Professional
10459,F,29,Single,Professional
10460,F,46,Married,Hospitality
10461,F,25,Single,Other
10462,F,36,Married,Other
10463,F,40,Married,Other
10464,F,40,Married,Other
10465,F,40,Married,Other
10466,M,38,Single,Executive
10467,M,38,Single,Executive
10468,F,30,Married,Other
10469,M,21,Single,Trades
10470,M,21,Single,Trades
10471,M,21,Single,Trades
10472,M,21,Single,Professional
10473,M,21,Single,Professional
10474,M,47,Married,Retired
10475,F,23,Single,Other
10476,F,30,Married,Other
10477,M,22,Single,Professional
10478,M,22,Single,Professional
10479,M,22,Single,Professional
10480,M,40,Married,Sales
10481,M,40,Married,Sales
10482,M,31,Married,Other
10483,M,33,Single,Other
10484,M,33,Single,Other
10485,F,24,Single,Student
10486,F,38,Single,Professional
10487,F,53,Married,Other
10488,F,53,Married,Other
10489,F,53,Married,Other
10490,F,47,Married,Professional
10491,F,38,Unspecified,Hospitality
10492,M,27,Married,Professional
10493,M,33,Single,Other
10494,M,33,Single,Other
10495,M,39,Married,Other
10496,M,39,Married,Other
10497,F,31,Married,Other
10498,F,31,Married,Other
10499,F,25,Married,Retail
10500,F,25,Married,Retail
10501,F,26,Single,Professional
10502,M,35,Married,Other
10503,F,41,Married,Other
10504,M,40,Married,Professional
10505,M,40,Married,Professional
10506,M,40,Married,Professional
10507,M,40,Married,Professional
10508,F,18,Single,Student
10509,F,53,Married,Executive
10510,F,30,Married,Other
10511,M,31,Unspecified,Professional
10512,M,57,Married,Other
10513,M,57,Married,Other
10514,M,57,Married,Other
10515,F,34,Married,Executive
10516,F,39,Married,Other
10517,F,39,Married,Other
10518,M,23,Single,Sales
10519,M,44,Single,Sales
10520,F,32,Married,Other
10521,F,32,Married,Other
10522,F,54,Married,Other
10523,F,45,Married,Other
10524,M,36,Married,Professional
10525,M,24,Single,Sales
10526,F,30,Single,Other
10527,M,38,Married,Sales
10528,M,37,Married,Sales
10529,M,35,Single,Sales
10530,F,41,Married,Retired
10531,M,24,Single,Sales
10532,M,24,Single,Sales
10533,M,24,Single,Sales
10534,M,19,Single,Trades
10535,F,27,Married,Professional
10536,F,32,Married,Other
10537,F,35,Married,Executive
10538,M,44,Married,Other
10539,M,44,Married,Other
10540,M,28,Married,Other
10541,M,28,Married,Other
10542,M,39,Married,Student
10543,M,39,Married,Student
10544,M,39,Married,Student
10545,M,27,Single,Other
10546,F,35,Unspecified,Hospitality
10547,F,35,Unspecified,Hospitality
10548,F,35,Unspecified,Hospitality
10549,F,35,Unspecified,Hospitality
10550,F,35,Unspecified,Hospitality
10551,M,27,Single,Professional
10552,M,27,Single,Professional
10553,M,42,Single,Sales
10554,M,42,Single,Sales
10555,F,29,Single,Professional
10556,M,38,Married,Trades
10557,M,38,Married,Trades
10558,M,38,Married,Trades
10559,F,34,Married,Executive
10560,F,34,Married,Executive
10561,F,34,Married,Executive
10562,F,41,Unspecified,Hospitality
10563,F,41,Unspecified,Hospitality
10564,F,49,Married,Executive
10565,F,37,Single,Professional
10566,M,25,Unspecified,Sales
10567,M,25,Unspecified,Sales
10568,M,25,Unspecified,Sales
10569,M,25,Unspecified,Sales
10570,F,45,Unspecified,Hospitality
10571,F,45,Unspecified,Hospitality
10572,M,34,Single,Other
10573,M,34,Single,Other
10574,M,37,Married,Professional
10575,M,37,Married,Professional
10576,M,37,Married,Professional
10577,M,37,Married,Professional
10578,M,37,Married,Professional
10579,M,49,Married,Retired
10580,M,49,Married,Retired
10581,M,49,Married,Retired
10582,M,22,Single,Trades
10583,F,39,Married,Other
10584,M,35,Married,Sales
10585,F,34,Married,Other
10586,M,21,Single,Sales
10587,M,21,Single,Sales
10588,M,34,Married,Trades
10589,M,34,Married,Trades
10590,M,34,Married,Trades
10591,M,33,Married,Trades
10592,M,33,Married,Trades
10593,M,33,Married,Trades
10594,M,33,Married,Trades
10595,M,33,Married,Trades
10596,F,44,Married,Sales
10597,M,32,Single,Professional
10598,M,32,Single,Professional
10599,F,29,Single,Other
10600,M,23,Single,Other
10601,M,23,Single,Other
10602,M,23,Single,Other
10603,M,28,Single,Professional
10604,M,28,Single,Professional
10605,F,50,Unspecified,Sales
10606,F,50,Unspecified,Sales
10607,M,44,Single,Executive
10608,M,29,Single,Sales
10609,M,29,Single,Sales
10610,F,28,Single,Other
10611,F,30,Married,Other
10612,F,30,Married,Other
10613,M,38,Married,Other
10614,F,36,Married,Other
10615,F,36,Married,Other
10616,F,53,Married,Other
10617,F,21,Single,Retail
10618,M,37,Single,Executive
10619,M,37,Single,Executive
10620,F,20,Single,Other
10621,M,39,Married,Other
10622,M,39,Married,Other
10623,M,39,Married,Other
10624,M,32,Single,Trades
10625,F,40,Married,Other
10626,M,34,Married,Professional
10627,M,34,Married,Professional
10628,M,34,Married,Professional
10629,M,34,Married,Professional
10630,F,30,Married,Executive
10631,F,35,Unspecified,Hospitality
10632,F,35,Unspecified,Hospitality
10633,M,26,Married,Sales
10634,M,46,Married,Professional
10635,F,33,Unspecified,Sales
10636,M,36,Unspecified,Sales
10637,M,36,Unspecified,Sales
10638,M,36,Unspecified,Sales
10639,M,20,Single,Professional
10640,F,40,Married,Other
10641,F,45,Married,Executive
10642,F,27,Single,Professional
10643,M,27,Single,Other
10644,M,27,Single,Other
10645,F,42,Married,Other
10646,M,36,Single,Other
10647,F,40,Married,Other
10648,M,36,Single,Other
10649,M,36,Single,Other
10650,M,29,Single,Sales
10651,F,29,Single,Other
10652,F,50,Married,Retail
10653,F,50,Married,Retail
10654,F,27,Single,Student
10655,M,33,Single,Professional
10656,M,33,Single,Professional
10657,M,33,Single,Professional
10658,F,23,Single,Professional
10659,F,29,Married,Other
10660,F,26,Single,Professional
10661,M,35,Married,Trades
10662,F,37,Married,Sales
10663,F,37,Married,Sales
10664,F,37,Married,Sales
10665,F,42,Married,Other
10666,M,35,Married,Professional
10667,M,35,Married,Professional
10668,F,35,Married,Other
10669,F,35,Married,Other
10670,F,35,Married,Other
10671,F,37,Married,Other
10672,F,37,Married,Other
10673,M,26,Single,Trades
10674,F,27,Single,Retail
10675,F,48,Married,Sales
10676,F,23,Single,Other
10677,F,48,Married,Hospitality
10678,M,21,Single,Retail
10679,M,21,Single,Retail
10680,M,20,Single,Trades
10681,M,46,Married,Other
10682,M,46,Married,Other
10683,F,29,Married,Executive
10684,F,34,Married,Other
10685,M,34,Married,Executive
10686,F,26,Single,Student
10687,M,58,Married,Trades
10688,M,58,Married,Trades
10689,F,21,Single,Other
10690,F,58,Unspecified,Hospitality
10691,F,58,Unspecified,Hospitality
10692,F,45,Married,Executive
10693,F,29,Single,Retail
10694,F,29,Single,Retail
10695,M,39,Married,Other
10696,M,39,Married,Other
10697,M,19,Single,Executive
10698,F,24,Single,Student
10699,F,40,Unspecified,Hospitality
10700,F,40,Unspecified,Hospitality
10701,F,26,Married,Other
10702,F,31,Married,Hospitality
10703,F,25,Single,Professional
10704,F,34,Married,Other
10705,F,34,Married,Other
10706,M,34,Married,Other
10707,F,51,Married,Other
10708,F,42,Married,Other
10709,F,42,Married,Other
10710,F,30,Single,Retail
10711,F,30,Single,Retail
10712,F,30,Single,Retail
10713,F,30,Single,Retail
10714,F,30,Single,Retail
10715,F,41,Married,Other
10716,F,48,Married,Executive
10717,F,62,Married,Other
10718,F,34,Married,Other
10719,F,34,Married,Other
10720,F,47,Married,Retired
10721,F,47,Married,Retired
10722,F,28,Single,Other
10723,M,27,Married,Sales
10724,M,42,Unspecified,Trades
10725,F,26,Single,Other
10726,F,26,Single,Other
10727,F,26,Single,Other
10728,M,37,Married,Professional
10729,F,23,Single,Other
10730,M,34,Single,Other
10731,M,23,Single,Other
10732,F,21,Single,Other
10733,F,30,Married,Executive
10734,F,30,Married,Executive
10735,F,30,Married,Executive
10736,M,39,Married,Trades
10737,F,28,Single,Other
10738,F,28,Single,Other
10739,M,44,Married,Retired
10740,M,44,Married,Retired
10741,M,44,Married,Retired
10742,F,43,Married,Other
10743,F,44,Married,Professional
10744,M,28,Single,Professional
10745,M,29,Single,Student
10746,M,34,Married,Other
10747,F,48,Married,Hospitality
10748,F,48,Married,Hospitality
10749,M,19,Single,Sales
10750,F,18,Single,Retail
10751,F,22,Single,Sales
10752,F,30,Single,Professional
10753,M,52,Married,Professional
10754,M,34,Unspecified,Professional
10755,M,32,Married,Executive
10756,M,32,Married,Executive
10757,M,32,Married,Executive
10758,M,23,Single,Trades
10759,M,23,Single,Trades
10760,M,29,Single,Professional
10761,M,29,Single,Professional
10762,M,42,Married,Sales
10763,M,42,Married,Sales
10764,F,37,Unspecified,Hospitality
10765,M,31,Married,Sales
10766,M,44,Single,Executive
10767,M,32,Single,Professional
10768,M,32,Single,Professional
10769,M,33,Married,Executive
10770,F,53,Married,Other
10771,M,25,Married,Sales
10772,F,47,Married,Other
10773,F,47,Married,Other
10774,M,35,Single,Other
10775,F,31,Married,Other
10776,F,69,Married,Retired
10777,M,24,Single,Trades
10778,M,24,Single,Trades
10779,F,29,Single,Hospitality
10780,F,32,Married,Executive
10781,M,43,Married,Executive
10782,M,55,Married,Other
10783,M,55,Married,Other
10784,F,26,Single,Retail
10785,F,42,Unspecified,Hospitality
10786,F,42,Unspecified,Hospitality
10787,M,28,Single,Other
10788,M,28,Single,Other
10789,M,32,Married,Other
10790,M,26,Single,Student
10791,F,29,Single,Retail
10792,F,18,Single,Professional
10793,F,39,Married,Other
10794,F,42,Married,Other
10795,M,45,Married,Professional
10796,F,25,Married,Executive
10797,M,30,Single,Trades
10798,F,19,Single,Professional
10799,F,46,Unspecified,Hospitality
10800,F,46,Unspecified,Hospitality
10801,F,53,Married,Retired
10802,M,43,Married,Executive
10803,M,22,Single,Professional
10804,M,22,Single,Professional
10805,F,43,Married,Other
10806,M,31,Single,Other
10807,M,31,Single,Other
10808,M,31,Single,Other
10809,M,31,Single,Other
10810,F,48,Married,Hospitality
10811,F,48,Married,Hospitality
10812,F,37,Unspecified,Hospitality
10813,F,37,Unspecified,Hospitality
10814,F,37,Unspecified,Hospitality
10815,M,24,Single,Other
10816,M,30,Married,Trades
10817,F,22,Single,Other
10818,M,31,Married,Other
10819,F,25,Married,Sales
10820,M,29,Single,Professional
10821,M,29,Single,Professional
10822,F,41,Married,Other
10823,M,27,Married,Sales
10824,F,34,Married,Retail
10825,F,34,Married,Retail
10826,M,36,Married,Professional
10827,M,36,Married,Professional
10828,M,32,Married,Sales
10829,M,32,Married,Sales
10830,M,32,Married,Sales
10831,F,20,Single,Other
10832,M,30,Married,Trades
10833,F,38,Single,Professional
10834,F,27,Single,Other
10835,F,27,Single,Other
10836,F,27,Single,Other
10837,F,27,Single,Other
10838,M,28,Married,Other
10839,M,39,Unspecified,Trades
10840,M,37,Married,Executive
10841,F,28,Single,Retail
10842,M,23,Single,Trades
10843,M,48,Married,Professional
10844,M,48,Married,Professional
10845,M,48,Married,Professional
10846,M,48,Married,Professional
10847,M,20,Single,Trades
10848,M,20,Single,Trades
10849,F,23,Single,Professional
10850,F,23,Single,Professional
10851,M,24,Single,Executive
10852,M,24,Single,Executive
10853,M,31,Married,Other
10854,F,19,Single,Other
10855,F,19,Single,Other
10856,F,46,Married,Executive
10857,M,28,Married,Other
10858,F,24,Single,Other
10859,F,24,Single,Other
10860,F,24,Single,Other
10861,F,32,Married,Executive
10862,F,32,Married,Executive
10863,F,64,Married,Retired
10864,M,17,Single,Student
10865,F,34,Married,Other
10866,M,44,Married,Professional
10867,M,46,Unspecified,Other
10868,M,46,Unspecified,Other
10869,M,46,Unspecified,Other
10870,M,40,Married,Trades
10871,M,23,Single,Student
10872,M,32,Single,Other
10873,M,32,Single,Other
10874,F,34,Single,Professional
10875,M,28,Single,Trades
10876,M,28,Single,Trades
10877,M,28,Single,Trades
10878,F,29,Married,Executive
10879,M,39,Married,Sales
10880,M,39,Married,Sales
10881,M,39,Married,Sales
10882,M,39,Married,Sales
10883,M,39,Married,Sales
10884,M,39,Married,Sales
10885,M,35,Married,Other
10886,M,35,Married,Other
10887,F,32,Married,Other
10888,F,32,Married,Other
10889,F,29,Single,Retail
10890,F,38,Married,Executive
10891,F,30,Single,Retail
10892,F,53,Married,Other
10893,F,53,Married,Other
10894,F,53,Married,Other
10895,F,53,Married,Other
10896,F,27,Single,Other
10897,F,37,Single,Professional
10898,M,30,Married,Sales
10899,M,30,Married,Sales
10900,F,20,Single,Other
10901,M,54,Married,Professional
10902,M,25,Married,Other
10903,F,26,Single,Professional
10904,M,32,Single,Professional
10905,M,32,Single,Professional
10906,M,32,Single,Professional
10907,M,22,Single,Executive
10908,M,22,Single,Executive
10909,M,38,Married,Sales
10910,M,38,Married,Sales
10911,M,38,Married,Sales
10912,M,38,Married,Sales
10913,M,38,Married,Sales
10914,F,60,Unspecified,Hospitality
10915,F,46,Married,Executive
10916,F,24,Single,Other
10917,M,30,Unspecified,Sales
10918,M,30,Unspecified,Sales
10919,F,42,Married,Executive
10920,F,42,Married,Executive
10921,F,42,Married,Other
10922,F,52,Married,Retired
10923,F,45,Married,Executive
10924,F,54,Married,Other
10925,F,54,Married,Other
10926,M,28,Single,Professional
10927,F,28,Single,Professional
10928,F,56,Married,Retired
10929,M,36,Married,Other
10930,M,36,Married,Other
10931,M,27,Married,Other
10932,M,25,Married,Sales
10933,F,43,Married,Other
10934,F,39,Married,Other
10935,F,39,Married,Other
10936,F,39,Married,Other
10937,F,29,Single,Other
10938,M,35,Single,Professional
10939,F,20,Single,Professional
10940,F,21,Single,Other
10941,F,40,Unspecified,Hospitality
10942,F,58,Unspecified,Hospitality
10943,M,43,Married,Trades
10944,F,20,Single,Retail
10945,F,36,Single,Professional
10946,F,32,Single,Other
10947,M,34,Married,Sales
10948,M,34,Married,Sales
10949,F,48,Married,Other
10950,M,32,Married,Other
10951,M,32,Married,Other
10952,M,35,Married,Other
10953,M,34,Married,Sales
10954,M,34,Married,Sales
10955,F,37,Married,Executive
10956,F,37,Married,Executive
10957,F,25,Single,Other
10958,M,26,Single,Professional
10959,M,26,Single,Professional
10960,F,51,Married,Other
10961,F,26,Single,Professional
10962,F,51,Married,Other
10963,M,32,Single,Other
10964,M,32,Single,Other
10965,F,31,Unspecified,Sales
10966,F,21,Single,Other
10967,M,36,Single,Other
10968,M,35,Married,Professional
10969,F,36,Single,Retail
10970,F,36,Single,Retail
10971,F,48,Married,Retired
10972,M,53,Married,Professional
10973,M,53,Married,Professional
10974,M,41,Married,Executive
10975,M,41,Married,Executive
10976,M,38,Married,Other
10977,F,32,Unspecified,Sales
10978,M,28,Single,Executive
10979,F,38,Single,Retail
10980,F,20,Single,Other
10981,M,19,Single,Other
10982,F,26,Married,Executive
10983,M,33,Unspecified,Professional
10984,M,23,Single,Other
10985,M,33,Married,Other
10986,F,18,Single,Other
10987,M,44,Single,Executive
10988,M,44,Single,Executive
10989,F,47,Married,Hospitality
10990,M,28,Single,Trades
10991,M,38,Married,Executive
10992,M,38,Married,Executive
10993,M,31,Single,Other
10994,M,31,Single,Other
10995,F,25,Single,Retail
10996,M,42,Unspecified,Trades
10997,M,44,Married,Other
10998,F,64,Married,Retired
10999,F,41,Unspecified,Hospitality
11000,F,41,Unspecified,Hospitality
11001,F,28,Single,Other
11002,F,33,Single,Retail
11003,F,28,Single,Student
11004,M,34,Married,Other
11005,M,34,Married,Other
11006,M,34,Married,Other
11007,M,34,Married,Other
11008,M,28,Single,Executive
11009,M,24,Single,Other
11010,M,32,Married,Executive
11011,M,32,Married,Executive
11012,M,32,Married,Executive
11013,M,32,Married,Executive
11014,M,36,Single,Other
11015,M,41,Married,Other
11016,M,41,Married,Other
11017,F,48,Married,Executive
11018,F,48,Married,Executive
11019,F,48,Married,Executive
11020,M,34,Single,Other
11021,M,34,Single,Other
11022,M,38,Married,Other
11023,M,38,Married,Other
11024,M,23,Single,Sales
11025,M,23,Single,Sales
11026,F,35,Married,Other
11027,F,46,Unspecified,Hospitality
11028,F,46,Unspecified,Hospitality
11029,F,46,Unspecified,Hospitality
11030,F,46,Unspecified,Hospitality
11031,M,45,Married,Other
11032,M,44,Married,Trades
11033,M,27,Single,Professional
11034,F,37,Single,Professional
11035,M,20,Single,Sales
11036,M,20,Single,Sales
11037,M,20,Single,Sales
11038,M,29,Married,Other
11039,F,47,Married,Professional
11040,F,30,Single,Other
11041,M,23,Single,Professional
11042,M,22,Single,Sales
11043,M,30,Married,Professional
11044,F,43,Married,Retired
11045,F,27,Single,Professional
11046,M,48,Married,Professional
11047,M,27,Single,Trades
11048,M,27,Single,Trades
11049,F,27,Single,Professional
11050,M,34,Married,Other
11051,M,34,Married,Other
11052,M,34,Married,Other
11053,M,21,Single,Other
11054,F,42,Married,Other
11055,F,42,Married,Other
11056,F,42,Married,Other
11057,F,42,Married,Other
11058,M,55,Married,Professional
11059,M,55,Married,Professional
11060,M,22,Single,Sales
11061,M,22,Single,Sales
11062,F,19,Single,Hospitality
11063,F,19,Single,Hospitality
11064,M,24,Single,Retail
11065,M,24,Single,Retail
11066,F,47,Married,Retired
11067,F,35,Married,Other
11068,M,43,Single,Sales
11069,M,29,Single,Executive
11070,M,29,Single,Executive
11071,M,29,Single,Executive
11072,F,28,Single,Other
11073,F,41,Married,Professional
11074,M,28,Single,Other
11075,F,21,Married,Other
11076,F,21,Married,Other
11077,F,28,Single,Professional
11078,F,28,Single,Professional
11079,F,21,Single,Student
11080,F,21,Single,Student
11081,F,21,Single,Student
11082,F,22,Single,Other
11083,M,39,Unspecified,Trades
11084,M,39,Unspecified,Trades
11085,M,31,Single,Other
11086,M,33,Married,Executive
11087,F,36,Married,Other
11088,M,47,Married,Trades
11089,M,43,Unspecified,Other
11090,M,43,Married,Professional
11091,F,26,Single,Other
11092,F,26,Single,Other
11093,F,26,Single,Other
11094,M,33,Married,Trades
11095,F,29,Single,Student
11096,F,36,Married,Other
11097,M,50,Married,Professional
11098,M,34,Married,Executive
11099,M,34,Married,Executive
11100,F,42,Married,Other
11101,F,42,Married,Other
11102,F,42,Married,Other
11103,F,42,Married,Other
11104,F,33,Married,Retail
11105,M,59,Married,Other
11106,M,59,Married,Other
11107,F,32,Single,Professional
11108,F,30,Married,Other
11109,F,28,Single,Student
11110,M,39,Married,Other
11111,F,26,Single,Other
11112,F,27,Single,Other
11113,F,48,Married,Hospitality
11114,M,31,Single,Student
11115,M,30,Single,Trades
11116,M,30,Single,Trades
11117,M,30,Single,Trades
11118,F,64,Married,Retired
11119,M,41,Single,Executive
11120,M,37,Married,Trades
11121,F,50,Married,Retired
11122,M,28,Unspecified,Sales
11123,M,34,Married,Other
11124,M,34,Married,Other
11125,M,34,Married,Sales
11126,F,26,Married,Sales
11127,M,42,Married,Other
11128,F,25,Single,Professional
11129,M,22,Single,Other
11130,M,22,Single,Other
11131,M,37,Married,Sales
11132,M,37,Married,Sales
11133,F,42,Married,Other
11134,M,22,Single,Sales
11135,M,22,Single,Sales
11136,F,35,Married,Professional
11137,M,41,Married,Sales
11138,M,39,Unspecified,Sales
11139,M,39,Unspecified,Sales
11140,M,25,Single,Retail
11141,M,44,Married,Other
11142,M,40,Married,Other
11143,M,46,Married,Professional
11144,F,33,Unspecified,Sales
11145,F,33,Unspecified,Sales
11146,M,28,Single,Other
11147,F,49,Married,Hospitality
11148,F,44,Married,Other
11149,F,31,Married,Other
11150,F,27,Single,Other
11151,F,48,Married,Other
11152,F,48,Married,Other
11153,M,25,Single,Sales
11154,M,42,Married,Other
11155,M,42,Married,Other
11156,M,34,Unspecified,Professional
11157,F,34,Married,Other
11158,F,34,Married,Other
11159,F,34,Married,Other
11160,M,37,Married,Executive
11161,F,48,Unspecified,Hospitality
11162,F,48,Unspecified,Hospitality
11163,F,36,Married,Other
11164,M,40,Single,Professional
11165,M,40,Single,Professional
11166,F,20,Single,Professional
11167,F,20,Single,Professional
11168,F,35,Married,Other
11169,F,35,Married,Other
11170,F,35,Married,Other
11171,M,44,Married,Sales
11172,M,44,Married,Sales
11173,M,44,Married,Sales
11174,F,55,Married,Retired
11175,M,23,Single,Professional
11176,M,23,Single,Professional
11177,M,23,Single,Professional
11178,M,41,Married,Other
11179,F,24,Single,Other
11180,F,21,Single,Student
11181,M,28,Single,Trades
11182,F,26,Married,Other
11183,F,26,Married,Other
11184,M,39,Married,Professional
11185,M,22,Single,Other
11186,M,22,Single,Other
11187,F,20,Single,Retail
11188,M,37,Married,Sales
11189,F,46,Married,Other
11190,M,44,Married,Sales
11191,M,22,Single,Sales
11192,M,25,Unspecified,Sales
11193,M,20,Single,Other
11194,M,30,Single,Other
11195,F,43,Married,Executive
11196,F,43,Married,Executive
11197,F,36,Married,Other
11198,M,32,Married,Sales
11199,M,32,Married,Sales
11200,M,32,Married,Sales
11201,M,32,Married,Sales
11202,M,21,Single,Student
11203,F,41,Married,Other
11204,F,54,Married,Other
11205,F,33,Single,Professional
11206,F,31,Married,Other
11207,F,52,Married,Other
11208,F,34,Married,Other
11209,F,34,Married,Other
11210,F,34,Married,Other
11211,F,27,Single,Other
11212,F,24,Single,Other
11213,M,32,Single,Professional
11214,M,32,Single,Professional
11215,F,29,Single,Student
11216,M,31,Married,Other
11217,F,19,Single,Student
11218,F,19,Single,Student
11219,F,33,Married,Hospitality
11220,F,33,Married,Hospitality
11221,M,33,Unspecified,Professional
11222,F,48,Married,Other
11223,F,48,Married,Other
11224,F,41,Married,Other
11225,F,41,Married,Other
11226,F,41,Married,Other
11227,M,30,Married,Other
11228,M,30,Married,Other
11229,F,68,Married,Retired
11230,F,68,Married,Retired
11231,M,49,Married,Professional
11232,M,49,Married,Professional
11233,M,43,Single,Other
11234,F,38,Single,Professional
11235,M,22,Single,Executive
11236,M,22,Single,Executive
11237,M,20,Single,Sales
11238,F,29,Single,Other
11239,M,29,Married,Executive
11240,M,29,Married,Executive
11241,F,33,Married,Professional
11242,M,33,Married,Other
11243,M,47,Unspecified,Other
11244,M,47,Unspecified,Other
11245,M,32,Married,Trades
11246,M,32,Married,Trades
11247,F,36,Unspecified,Professional
11248,F,35,Married,Professional
11249,F,51,Married,Other
11250,M,52,Unspecified,Other
11251,M,52,Unspecified,Other
11252,M,52,Unspecified,Other
11253,M,41,Married,Other
11254,M,41,Married,Other
11255,M,41,Married,Other
11256,M,37,Married,Professional
11257,F,36,Single,Professional
11258,F,22,Single,Other
11259,F,31,Married,Other
11260,F,31,Married,Other
11261,F,31,Married,Other
11262,F,31,Married,Other
11263,F,31,Married,Other
11264,F,40,Married,Other
11265,F,40,Married,Other
11266,F,22,Single,Student
11267,M,31,Married,Other
11268,M,31,Married,Other
11269,M,43,Married,Sales
11270,M,30,Single,Other
11271,M,30,Single,Other
11272,F,38,Married,Other
11273,F,20,Single,Sales
11274,F,32,Single,Other
11275,M,33,Married,Other
11276,M,33,Married,Other
11277,F,65,Married,Retired
11278,M,44,Married,Executive
11279,M,20,Single,Professional
11280,M,32,Single,Trades
11281,M,24,Single,Sales
11282,M,24,Single,Sales
11283,F,36,Married,Other
11284,F,36,Married,Other
11285,F,19,Single,Professional
11286,F,37,Unspecified,Hospitality
11287,F,37,Unspecified,Hospitality
11288,F,28,Single,Retail
11289,M,17,Single,Student
11290,M,50,Married,Professional
11291,M,50,Married,Professional
11292,M,50,Married,Professional
11293,M,31,Married,Other
11294,M,30,Married,Other
11295,F,41,Married,Other
11296,F,41,Married,Other
11297,M,29,Single,Sales
